package,complextype,method,NOP_method,CC_method,ATFD_method,FDP_method,CM_method,MAXNESTING_method,LOC_method,CYCLO_method,NOLV_method,NOAV_method,LAA_method,FANOUT_method,CINT_method,CDISP_method,NOAM_type,NOM_type,ATFD_type,FANOUT_type,NOA_type,DIT_type,LOC_type,TCC_type,NOPA_type,CBO_type,WMC_type,WOC_type,AMW_type,NOC_package,NOM_package,NOM_project,LOC_project,isStatic_method,is_long methood
com.freedomotic.plugins.devices.zibase,SocketThread,SocketThread String int,2,0,0,0,0,0,5,1,0,0,1,0,0,0,2,7,0,0,5,1,79,0,0,0,10,0.6,1.43,4,110,3867,33857,0,0
com.freedomotic.plugins.devices.zibase,SocketThread,SocketThread InetAddress int,2,1,0,0,1,0,5,1,0,0,1,0,0,0,2,7,0,0,5,1,79,0,0,0,10,0.6,1.43,4,110,3867,33857,0,0
com.freedomotic.plugins.devices.zibase,SocketThread,SocketThread String int,2,0,0,0,0,0,5,1,0,0,1,0,0,0,2,7,0,0,5,1,79,0,0,0,10,0.6,1.43,4,110,3867,33857,0,0
com.freedomotic.plugins.devices.zibase,SocketThread,SocketThread InetAddress int,2,1,0,0,1,0,5,1,0,0,1,0,0,0,2,7,0,0,5,1,79,0,0,0,10,0.6,1.43,4,110,3867,33857,0,0
com.freedomotic.plugins.devices.zibase,SocketThread,SocketThread String int,2,0,0,0,0,0,5,1,0,0,1,0,0,0,2,7,0,0,5,1,79,0,0,0,10,0.6,1.43,4,110,3867,33857,0,0
com.freedomotic.plugins.devices.zibase,SocketThread,SocketThread InetAddress int,2,1,0,0,1,0,5,1,0,0,1,0,0,0,2,7,0,0,5,1,79,0,0,0,10,0.6,1.43,4,110,3867,33857,0,0
com.freedomotic.plugins.devices.zibase,SocketThread,SocketThread String int,2,0,0,0,0,0,5,1,0,0,1,0,0,0,2,7,0,0,5,1,79,0,0,0,10,0.6,1.43,4,110,3867,33857,0,0
com.freedomotic.plugins.devices.zibase,SocketThread,SocketThread InetAddress  int int,2,1,0,0,1,0,5,1,0,0,1,0,0,0,2,7,0,0,5,1,79,0,0,0,10,0.6,1.43,4,110,3867,33857,0,0
com.freedomotic.plugins.devices.zibase,SocketThread,SocketThread String int,2,0,0,0,0,0,5,1,0,0,1,0,0,0,2,7,0,0,5,1,79,0,0,0,10,0.6,1.43,4,110,3867,33857,0,0
com.freedomotic.plugins.devices.zibase,SocketThread,SocketThread InetAddress  int int,2,1,0,0,1,0,5,1,0,0,1,0,0,0,2,7,0,0,5,1,79,0,0,0,10,0.6,1.43,4,110,3867,33857,0,0
com.freedomotic.plugins.devices.zibase,SocketThread,SocketThread String int,2,0,0,0,0,0,5,1,0,0,1,0,0,0,2,7,0,0,5,1,79,0,0,0,10,0.6,1.43,4,110,3867,33857,0,0
com.freedomotic.plugins.devices.zibase,SocketThread,SocketThread InetAddress  int int,2,1,0,0,1,0,5,1,0,0,1,0,0,0,2,7,0,0,5,1,79,0,0,0,10,0.6,1.43,4,110,3867,33857,0,0
com.freedomotic.plugins.devices.zibase,SocketThread,SocketThread String int,2,0,0,0,0,0,5,1,0,0,1,0,0,0,2,7,0,0,5,1,79,0,0,0,10,0.6,1.43,4,110,3867,33857,0,0
com.freedomotic.plugins.devices.zibase,SocketThread,SocketThread InetAddress  int int,2,1,0,0,1,0,5,1,0,0,1,0,0,0,2,7,0,0,5,1,79,0,0,0,10,0.6,1.43,4,110,3867,33857,0,0
com.freedomotic.plugins.devices.zibase,SocketThread,SocketThread String int,2,0,0,0,0,0,5,1,0,0,1,0,0,0,2,7,0,0,5,1,79,0,0,0,10,0.6,1.43,4,110,3867,33857,0,0
com.freedomotic.plugins.devices.zibase,SocketThread,SocketThread InetAddress int,2,1,0,0,1,0,5,1,0,0,1,0,0,0,2,7,0,0,5,1,79,0,0,0,10,0.6,1.43,4,110,3867,33857,0,0
com.freedomotic.plugins.devices.zibase,SocketThread,SocketThread String int,2,0,0,0,0,0,5,1,0,0,1,0,0,0,2,7,0,0,5,1,79,0,0,0,10,0.6,1.43,4,110,3867,33857,0,0
com.freedomotic.plugins.devices.zibase,SocketThread,SocketThread InetAddress int,2,1,0,0,1,0,5,1,0,0,1,0,0,0,2,7,0,0,5,1,79,0,0,0,10,0.6,1.43,4,110,3867,33857,0,0
com.freedomotic.plugins.devices.zibase,SocketThread,SocketThread String int,2,0,0,0,0,0,5,1,0,0,1,0,0,0,0,17,4,15,9,2,287,0.22,0,7,26,1,1.53,4,110,3867,33857,0,0
com.freedomotic.plugins.devices.souliss,Souliss,Souliss,0,0,0,0,0,0,4,1,0,1,1,1,0,0,0,2,1,3,1,1,22,1,1,2,2,0.5,1,5,29,3867,33857,0,0
com.freedomotic.googlespeech,Speaker,Speaker String,1,1,0,0,1,0,3,1,0,0,1,0,0,0,0,2,4,6,1,1,39,1,1,1,4,0.5,2,3,15,3867,33857,0,0
com.freedomotic.plugins.marytts,Speaker,Speaker String,1,1,0,0,1,0,3,1,0,0,1,0,0,0,0,2,1,1,1,1,16,1,1,1,2,0.5,1,4,16,3867,33857,0,0
com.freedomotic.plugins.freetts,Speaker,Speaker String,1,1,0,0,1,0,3,1,0,0,1,0,0,0,0,2,1,3,1,1,22,1,1,2,2,0.5,1,4,15,3867,33857,0,0
com.freedomotic.googlespeech,SpeechDetectionTest,SpeechDetectionTest,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,8,2,5,2,2,100,0.14,0,5,14,1,1.75,3,15,3867,33857,0,0
com.freedomotic.plugins.sphinx,SpeechRecognition,SpeechRecognition,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,17,4,13,4,0,276,0.39,0,2,25,0.81,1.47,1,8,3867,33857,0,0
com.freedomotic.settings,Info,splitPathString String,1,0,0,0,0,1,12,2,2,3,1,7,0,0,0,3,2,2,3,5,74,1,0,1,3,0,1,7,47,3867,33857,1,0
com.freedomotic.plugins.gui,ClockForm,spnResolutionStateChanged ChangeEvent,1,1,1,1,1,0,3,1,0,2,0.67,2,1,1,3,19,3,3,9,1,343,0.13,0,3,28,0.7,1.47,2,4,3867,33857,0,0
com.freedomotic.bus,BusServiceImpl,start BusServiceImpl,0,0,0,0,0,0,20,1,0,9,1,6,0,0,0,4,0,5,6,1,79,0.83,0,3,4,0,1,9,59,3867,33857,0,0
com.freedomotic.bus,BusConnection,start BusConnection,0,0,0,0,0,0,12,1,0,5,1,2,0,0,0,5,0,0,0,0,50,0,0,0,5,0,1,9,59,3867,33857,0,0
com.freedomotic.bus,LifeCycle,start,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,2,2,1,47,1,0,2,3,0,0.75,9,59,3867,33857,0,0
com.freedomotic.bus,BusBroker,start,0,0,0,0,0,0,11,1,0,2,1,3,0,0,6,16,0,2,4,0,156,0.1,0,2,18,0.6,1.12,9,59,3867,33857,0,0
com.freedomotic.plugins,ObjectPluginPlaceholder,start,0,0,0,0,0,0,3,1,0,2,1,1,0,0,7,15,0,0,2,0,78,0,0,0,14,0.5,0.93,17,113,3867,33857,0,0
com.freedomotic.mocks,MockClient,start,0,0,0,0,0,0,3,1,0,0,1,0,0,0,2,18,3,9,4,1,337,0.08,0,5,20,0.82,1.11,9,53,3867,33857,0,0
com.freedomotic.api,Protocol,start,0,0,0,0,0,0,3,1,0,0,1,0,0,0,12,44,16,17,19,0,541,0.09,1,11,56,0.62,1.27,8609,15,3867,33857,0,0
com.freedomotic.api,Plugin,start,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,12,0,0,0,0,72,0,0,0,0,1,0,8609,15,3867,33857,0,0
com.freedomotic.api,Client,start,0,0,0,0,0,3,36,1,1,2,1,9,2,1,0,8,2,2,5,0,161,1,4,2,10,0.64,1.25,8609,15,3867,33857,0,0
com.freedomotic.plugins.devices.mqttclient,Mqtt,startClient String String String ?Integer String,7,0,0,0,0,2,23,2,2,12,1,5,0,0,0,3,0,0,0,0,27,0,0,0,0,1,0,1,8,3867,33857,0,0
clientjava.connections,ConnectionsManagerInterface,startMonitoring,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,1,8,7,0,96,0.2,6,3,11,0.45,1.83,3129,23,3867,33857,0,0
clientjava.connections,ConnectionsManager,startMonitoring,0,1,0,0,1,1,9,2,0,3,1,1,1,1,6,16,0,2,4,0,156,0.1,0,2,18,0.6,1.12,3129,23,3867,33857,0,0
com.freedomotic.plugins,ObjectPluginPlaceholder,startOnEnv,1,0,0,0,0,1,7,2,1,4,1,3,0,0,0,6,2,7,24,5,326,0.3,2,5,6,0,1,17,113,3867,33857,0,0
com.darkprograms.speech.gui,MainGUI,startRecognitionActionPerformed ActionEvent,1,1,1,1,1,2,26,1,3,9,0.86,16,2,0.5,0,4,0,1,3,0,113,0.33,0,1,6,1,1.5,7,15,3867,33857,0,0
com.freedomotic.helpers,UdpHelper,startServer String int UdpListener,3,2,0,0,2,0,4,1,0,4,1,2,0,0,1,4,10,13,4,1,121,0.33,0,8,7,1,1.75,7,26,3867,33857,0,0
com.freedomotic.plugins.devices.restapiv3,RestJettyServer,startServer,0,1,8,2,1,1,96,4,11,20,0.62,19,7,0.57,0,9,0,11,8,2,248,0.19,0,4,17,1,1.89,3,13,3867,33857,0,1
com.freedomotic.things.impl,AirConditioner,startSwing Config,1,0,0,0,1,1,8,2,1,2,1,2,1,1,0,10,0,14,10,2,326,0.42,0,4,24,1,2.4,24,166,3867,33857,0,0
com.freedomotic.things.impl,WashingMachine,startWashing Config boolean,2,0,0,0,1,2,22,3,0,6,1,5,3,1,0,1,0,1,0,1,5,1,0,1,1,1,1,24,166,3867,33857,0,0
com.freedomotic.plugins.devices.simulation.gui,3,stateChanged ChangeEvent,1,0,3,1,0,1,7,2,0,2,0,4,2,0.5,0,1,2,4,0,1,10,1,0,1,2,1,2,10,21,3867,33857,0,1
com.freedomotic.plugins.devices.simulation.gui,2,stateChanged ChangeEvent,1,0,3,1,0,1,7,2,0,2,0,4,2,0.5,0,1,0,3,0,1,19,1,0,3,3,1,3,10,21,3867,33857,0,1
com.freedomotic.plugins.devices.simulation.gui,1,stateChanged ChangeEvent,1,0,0,0,0,0,3,1,0,1,1,1,1,1,0,1,0,1,0,1,7,1,0,1,1,1,1,10,21,3867,33857,0,0
com.freedomotic.plugins.gui,1,stateChanged ChangeEvent,1,0,0,0,0,0,3,1,0,1,1,1,1,1,3,19,3,3,9,1,343,0.13,0,3,28,0.7,1.47,2,4,3867,33857,0,0
com.freedomotic.bus,BusServiceImpl,stop,0,0,0,0,0,0,15,1,0,8,1,4,0,0,0,4,0,5,6,1,79,0.83,0,3,4,0,1,9,59,3867,33857,0,0
com.freedomotic.bus,BusConnection,stop,0,0,0,0,0,0,6,1,0,2,1,1,0,0,0,5,0,0,0,0,50,0,0,0,5,0,1,9,59,3867,33857,0,0
com.freedomotic.bus,LifeCycle,stop,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,2,2,1,47,1,0,2,3,0,0.75,9,59,3867,33857,0,0
com.freedomotic.bus,BusBroker,stop,0,0,0,0,0,0,5,1,0,2,1,1,0,0,6,16,0,2,4,0,156,0.1,0,2,18,0.6,1.12,9,59,3867,33857,0,0
com.freedomotic.plugins,ObjectPluginPlaceholder,stop,0,0,0,0,0,0,2,1,0,0,1,0,0,0,7,15,0,0,2,0,78,0,0,0,14,0.5,0.93,17,113,3867,33857,0,0
com.freedomotic.mocks,MockClient,stop,0,0,0,0,0,0,3,1,0,0,1,0,0,0,2,18,3,9,4,1,337,0.08,0,5,20,0.82,1.11,9,53,3867,33857,0,0
com.freedomotic.api,Protocol,stop,0,0,0,0,0,0,3,1,0,0,1,0,0,0,12,44,16,17,19,0,541,0.09,1,11,56,0.62,1.27,8609,15,3867,33857,0,0
com.freedomotic.api,Plugin,stop,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,0,0,0,0,72,0,0,0,0,1,0,8609,15,3867,33857,0,0
com.freedomotic.api,Client,stop,0,3,0,0,3,3,32,1,1,2,1,9,2,1,0,3,0,0,0,0,27,0,0,0,0,1,0,8609,15,3867,33857,0,0
clientjava.connections,ConnectionsManagerInterface,stopMonitoring,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,1,8,7,0,96,0.2,6,3,11,0.45,1.83,3129,23,3867,33857,0,0
clientjava.connections,ConnectionsManager,stopMonitoring,0,1,0,0,1,1,7,2,0,1,1,1,1,1,0,4,0,1,3,0,113,0.33,0,1,6,1,1.5,3129,23,3867,33857,0,0
com.freedomotic.helpers,UdpHelper,stopServer,0,1,0,0,1,1,6,2,0,2,1,5,0,0,1,4,10,13,4,1,121,0.33,0,8,7,1,1.75,7,26,3867,33857,0,0
com.freedomotic.plugins.devices.restapiv3,RestJettyServer,stopServer,0,1,0,0,1,0,5,1,0,2,1,1,0,0,0,9,0,11,8,2,248,0.19,0,4,17,1,1.89,3,13,3867,33857,0,0
com.freedomotic.things.impl,AirConditioner,stopSwing Config,1,0,0,0,1,1,8,2,1,2,1,2,1,1,4,24,3,6,4,0,447,0,0,2,36,0.69,1.5,24,166,3867,33857,0,0
com.darkprograms.speech.recognizer,Recognizer,stripQuotes String,1,0,0,0,0,1,11,3,2,3,1,4,0,0,0,8,2,2,5,0,161,1,4,2,10,0.64,1.25,3,34,3867,33857,0,0
com.freedomotic.plugins.devices.mqttclient,Mqtt,subscribeTopic String,1,0,0,0,0,2,8,1,1,4,1,1,0,0,4,24,3,6,4,0,447,0,0,2,36,0.69,1.5,1,8,3867,33857,0,0
com.darkprograms.speech.recognizer,Recognizer,substringBetween String String String,3,0,0,0,0,1,13,3,4,6,1,4,0,0,0,5,0,0,1,2,37,0,0,0,5,0,1,3,34,3867,33857,0,0
com.freedomotic.plugins,Successful,Successful,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,7,0,10,3,0,115,0.71,0,5,7,1,1,17,113,3867,33857,0,0
com.freedomotic.plugins.devices.twilight,TwilightTest,sunriseTest,0,0,0,0,0,0,22,1,2,4,1,6,4,0.75,0,7,0,10,3,0,115,0.71,0,5,7,1,1,4,23,3867,33857,0,0
com.freedomotic.plugins.devices.twilight,TwilightTest,sunsetTest,0,0,0,0,0,0,22,1,4,6,1,6,4,0.75,0,3,6,6,7,0,87,1,0,5,10,0.33,3.33,4,23,3867,33857,0,0
com.freedomotic.core,SynchManager,SynchManager BusService ThingRepository ThingFactory,3,0,0,0,0,0,9,1,0,8,1,2,0,0,0,3,6,6,7,0,87,1,0,5,10,0.33,3.33,13,62,3867,33857,0,0
com.freedomotic.core,SynchManager,synchronizeLocalThing ObjectHasChangedBehavior,1,0,0,0,0,2,25,3,7,9,1,7,3,1,2,4,0,1,1,1,31,0,0,1,4,0,1,13,62,3867,33857,0,0
com.freedomotic.core,SynchThingRequest,SynchThingRequest SynchAction,2,0,0,0,0,0,4,1,0,4,1,2,0,0,2,15,0,0,9,0,285,0,0,0,49,0.27,3.27,13,62,3867,33857,0,0
com.darkprograms.speech.synthesiser,Synthesiser,Synthesiser String,1,1,0,0,1,0,3,1,0,0,1,0,0,0,2,15,0,0,9,0,285,0,0,0,49,0.27,3.27,1,15,3867,33857,0,0
com.darkprograms.speech.synthesiser,Synthesiser,Synthesiser,0,1,0,0,1,0,3,1,0,0,1,0,0,0,0,11,1,8,17,2,159,0.22,4,5,16,0.44,1.45,1,15,3867,33857,0,0
com.freedomotic.plugins.devices.isy99i,Isy99i,SystemInit,0,0,0,0,0,0,7,1,0,0,1,0,0,0,1,3,0,1,2,0,51,0,0,1,3,0.5,1,8,66,3867,33857,0,0
com.freedomotic.plugins.devices.persistence.cassandra,CassandraTable,tableToString,0,1,0,0,1,0,11,1,2,3,1,7,1,1,0,19,0,0,2,0,101,0.24,0,0,23,1,1.21,3,17,3867,33857,0,0
com.darkprograms.speech.util,Complex,tan,0,0,0,0,0,0,3,1,0,0,1,3,0,0,1,17,0,1,3,0,214,0.67,0,1,30,0.92,1.76,3,26,3867,33857,0,0
com.freedomotic.behaviors,TaxonomyBehaviorLogic,TaxonomyBehaviorLogic,1,1,0,0,1,0,3,1,0,2,1,0,0,0,0,3,2,5,2,0,171,0,0,1,7,1,2.33,8,106,3867,33857,0,0
com.freedomotic.helpers,TCPHelper,TCPHelper,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,12,26,37,25,2,267,0.2,1,6,30,0.8,2.5,7,26,3867,33857,0,0
com.freedomotic.plugins.devices.tcw122bcm,Tcw122bcm,Tcw122bcm,0,0,0,0,0,0,4,1,0,1,1,1,0,0,0,9,0,4,2,0,120,0.36,0,2,9,1,1,6,50,3867,33857,0,0
com.freedomotic.bus,BusServiceTest,tearDown,0,0,0,0,0,0,2,1,0,0,1,0,0,0,1,5,0,0,0,0,490,0,0,0,5,0.8,1,9,59,3867,33857,0,0
com.freedomotic.model.object,EnvObjectTest,tearDown,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,3,0,0,0,0,40,0,0,0,3,1,1,6,69,3867,33857,0,0
com.freedomotic.cicolella,HexIntConverterTest,teardown,0,0,0,0,0,0,3,1,0,0,1,0,0,0,14,25,0,9,12,1,227,0,0,3,27,0.12,1.08,1,7,3867,33857,0,0
com.freedomotic.plugins.devices.restapiv3.test,AbstractTest,tearDown,0,0,0,0,0,0,2,1,0,0,1,0,0,0,1,5,3,3,0,0,52,0,0,1,5,0.8,1,15,45,3867,33857,0,0
com.freedomotic.plugins.devices.persistence,PersistenceUtilityTest,tearDown,0,0,0,0,0,0,2,1,0,0,1,0,0,0,1,6,0,0,2,0,62,0,0,0,6,0.8,1,4,18,3867,33857,0,0
com.freedomotic.plugins.devices.mailer,MailerPluginTest,tearDown,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,10,0,5,2,0,107,0.31,2,3,10,0.82,1,3,15,3867,33857,0,0
com.freedomotic.plugins.devices.freedomchat,MessageServiceTest,tearDown,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,7,10,12,2,1,89,0.14,0,6,7,1,1,9,39,3867,33857,0,0
com.freedomotic.plugins.impl,ClientStorageInMemoryTest,tearDown,0,0,0,0,0,0,2,1,0,0,1,0,0,0,1,5,0,4,3,0,73,0,0,3,5,0.8,1,3,11,3867,33857,0,0
com.freedomotic.plugins,PluginLoaderFilesystemITCase,tearDown,0,0,0,0,0,0,2,1,0,0,1,0,0,0,1,11,0,0,1,0,187,0.18,0,0,11,0.91,1,17,113,3867,33857,0,0
com.freedomotic.rules,PayloadTest,tearDown,0,0,0,0,0,0,2,1,0,0,1,0,0,0,1,11,0,4,0,0,203,0.38,0,2,11,0.91,1,15,64,3867,33857,0,0
com.freedomotic.util,TopologyUtilsTest,tearDown,0,0,0,0,0,0,2,1,0,0,1,0,0,0,1,7,3,9,4,0,181,0.29,0,5,9,0.86,1.29,11,57,3867,33857,0,0
com.freedomotic.persistence,EnvironmentPersistenceTest,tearDown,0,0,0,0,0,0,2,1,0,0,1,0,0,0,1,6,1,1,2,0,61,0,0,1,6,0.8,1,11,36,3867,33857,0,0
com.freedomotic.persistence,DataUpgradeServiceImplTest,tearDown,0,0,0,0,0,0,4,1,0,0,1,0,0,0,1,6,0,0,0,0,52,0,0,0,6,0.8,1,11,36,3867,33857,0,0
com.freedomotic.core,TriggerCheckTest,tearDown,0,0,0,0,0,0,2,1,0,0,1,0,0,0,1,6,2,6,0,0,124,0.07,0,3,6,0.83,1,13,62,3867,33857,0,0
com.freedomotic.core,ResolverTest,tearDown,0,0,0,0,0,0,11,1,1,1,1,12,9,0.22,0,7,1,1,3,0,70,0.07,2,1,7,0.75,1,13,62,3867,33857,0,0
com.freedomotic.core,CommandsNlpServiceTest,tearDown,0,0,0,0,0,0,4,1,0,1,1,3,3,0.33,1,6,0,0,0,0,54,0,0,0,6,0.8,1,13,62,3867,33857,0,0
com.freedomotic.api,PluginTest,tearDown,0,0,0,0,0,0,3,1,0,1,1,1,1,1,0,9,0,4,2,0,120,0.36,0,2,9,1,1,8609,15,3867,33857,0,0
com.freedomotic.bus,BusServiceTest,tearDownClass,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,9,12,19,3,0,120,0.04,3,3,12,0.73,1.33,9,59,3867,33857,1,0
com.freedomotic.jfrontend.utils,PropertiesPanel_1Test,tearDownClass,0,0,0,0,0,0,2,1,0,0,1,0,0,0,1,5,0,0,0,0,490,0,0,0,5,0.8,1,8,48,3867,33857,1,0
com.freedomotic.model.object,EnvObjectTest,tearDownClass,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,18,0,3,1,0,92,0.01,0,1,18,1,1,6,69,3867,33857,1,0
com.freedomotic.model.ds,ConfigTest,tearDownClass,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,3,0,0,0,0,40,0,0,0,3,1,1,3,48,3867,33857,1,0
com.freedomotic.cicolella,HexIntConverterTest,tearDownClass,0,0,0,0,0,0,2,1,0,0,1,0,0,0,1,6,0,0,2,0,62,0,0,0,6,0.8,1,1,7,3867,33857,1,0
com.freedomotic.plugins.devices.mailer,MailerPluginTest,tearDownClass,0,0,0,0,0,0,4,1,0,1,1,1,0,0,0,10,0,5,2,0,107,0.31,2,3,10,0.82,1,3,15,3867,33857,1,0
com.freedomotic.plugins.devices.freedomchat,MessageServiceTest,tearDownClass,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,7,10,12,2,1,89,0.14,0,6,7,1,1,9,39,3867,33857,1,0
com.freedomotic.plugins.impl,ClientStorageInMemoryTest,tearDownClass,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,5,0,4,3,0,73,0,0,3,5,0.8,1,3,11,3867,33857,1,0
com.freedomotic.plugins,PluginLoaderFilesystemITCase,tearDownClass,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,4,0,0,0,0,36,0,0,0,4,1,1,17,113,3867,33857,1,0
com.freedomotic.plugins,DevicesLoaderTest,tearDownClass,0,0,0,0,0,0,2,1,0,0,1,0,0,0,1,11,0,0,1,0,187,0.18,0,0,11,0.91,1,17,113,3867,33857,1,0
com.freedomotic.rules,PayloadTest,tearDownClass,0,0,0,0,0,0,2,1,0,0,1,0,0,0,1,11,0,4,0,0,203,0.38,0,2,11,0.91,1,15,64,3867,33857,1,0
TopologyUtilsTest,TopologyUtilsTest,tearDownClass,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,3,5,5,3,0,76,0,0,1,3,1,1,1,1,3867,33857,1,0
com.freedomotic.util,DOMValidateDTDTest,tearDownClass,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,6,0,0,2,0,74,0.3,0,0,6,1,1,11,57,3867,33857,1,0
com.freedomotic.persistence,PayloadConverterTest,tearDownClass,0,0,0,0,0,0,2,1,0,0,1,0,0,0,1,7,3,9,4,0,181,0.29,0,5,9,0.86,1.29,11,36,3867,33857,1,0
com.freedomotic.persistence,EnvironmentPersistenceTest,tearDownClass,0,0,1,1,0,1,27,1,2,4,0,3,0,0,1,6,1,1,2,0,61,0,0,1,6,0.8,1,11,36,3867,33857,1,0
com.freedomotic.persistence,DataUpgradeServiceImplTest,tearDownClass,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,4,0,0,2,0,50,0,0,0,4,0.6,1,11,36,3867,33857,1,0
_ANONYMOUS_PACKAGE_,KuroTest,tearDownClass,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,8,0,0,6,0,90,0,0,0,4,1,0.5,2,11,3867,33857,1,0
_ANONYMOUS_PACKAGE_,ModbusTest,tearDownClass,0,0,0,0,0,0,2,1,0,0,1,0,0,0,1,6,0,0,0,0,52,0,0,0,6,0.8,1,2,11,3867,33857,1,0
com.freedomotic.core,TriggerCheckTest,tearDownClass,0,0,0,0,0,0,2,1,0,0,1,0,0,0,1,6,2,6,0,0,124,0.07,0,3,6,0.83,1,13,62,3867,33857,1,0
com.freedomotic.core,ResolverTest,tearDownClass,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,7,1,1,3,0,70,0.07,2,1,7,0.75,1,13,62,3867,33857,1,0
com.freedomotic.core,CommandsNlpServiceTest,tearDownClass,0,0,0,0,0,0,2,1,0,0,1,0,0,0,1,6,0,0,0,0,54,0,0,0,6,0.8,1,13,62,3867,33857,1,0
com.freedomotic.api,PluginTest,tearDownClass,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,12,0,4,17,2,280,0.29,5,2,30,0.17,2.5,8609,15,3867,33857,1,0
com.freedomotic.plugins.devices.freedomchat,FreedomChat,teardownSkype,0,0,0,0,0,2,8,1,1,4,1,3,0,0,0,12,0,4,17,2,280,0.29,5,2,30,0.17,2.5,9,39,3867,33857,0,0
com.freedomotic.plugins.devices.freedomchat,FreedomChat,teardownXMPP,0,0,0,0,0,3,11,3,1,1,1,1,0,0,0,9,0,1,8,2,86,0.07,1,1,12,0,1.33,9,39,3867,33857,0,0
com.freedomotic.plugins.devices.telegrambot,TelegramBot,TelegramBot,0,0,0,0,0,0,5,1,0,1,1,2,1,1,1,4,1,1,4,1,48,0.33,0,1,4,0.5,1,1,9,3867,33857,0,0
com.freedomotic.events,TemperatureEvent,TemperatureEvent Object int  Zone,3,0,1,1,0,0,5,1,0,4,0.67,2,1,1,0,9,0,4,2,0,120,0.36,0,2,9,1,1,22,123,3867,33857,0,0
com.freedomotic.bus,BusServiceTest,test,0,0,0,0,0,0,2,1,0,0,1,0,0,0,14,25,0,9,12,1,227,0,0,3,27,0.12,1.08,9,59,3867,33857,0,0
com.freedomotic.plugins.devices.restapiv3.test,AbstractTest,test,0,0,0,0,0,2,56,9,10,10,1,24,0,0,0,9,12,19,3,0,120,0.04,3,3,12,0.73,1.33,15,45,3867,33857,0,1
com.freedomotic.jfrontend.utils,PropertiesPanel_1Test,testAddElement,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,9,12,19,3,0,120,0.04,3,3,12,0.73,1.33,8,48,3867,33857,0,0
com.freedomotic.jfrontend.utils,PropertiesPanel_1Test,testAddRow,0,0,0,0,0,0,2,1,0,0,1,0,0,0,1,11,0,0,1,0,187,0.18,0,0,11,0.91,1,8,48,3867,33857,0,0
com.freedomotic.rules,PayloadTest,testAddStatement,0,0,0,0,0,0,23,1,7,8,1,8,0,0,1,11,0,0,1,0,187,0.18,0,0,11,0.91,1,15,64,3867,33857,0,0
com.freedomotic.rules,PayloadTest,testBetweenTime,0,0,0,0,0,0,20,1,3,4,1,12,0,0,0,6,0,0,2,0,74,0.3,0,0,6,1,1,15,64,3867,33857,0,0
com.freedomotic.persistence,PayloadConverterTest,testCanConvert,0,0,0,0,0,0,2,1,0,0,1,0,0,0,1,6,0,0,0,0,52,0,0,0,6,0.8,1,11,36,3867,33857,0,0
com.freedomotic.core,TriggerCheckTest,testCheckAdditionalConditions,0,0,0,0,0,0,11,1,0,1,1,1,0,0,0,10,0,5,2,0,107,0.31,2,3,10,0.82,1,13,62,3867,33857,0,0
com.freedomotic.plugins.devices.freedomchat,MessageServiceTest,testCommand,0,0,0,0,0,0,16,1,3,4,1,5,1,1,1,6,0,0,0,0,54,0,0,0,6,0.8,1,9,39,3867,33857,0,0
com.freedomotic.api,PluginTest,testCompareVersions,0,0,0,0,0,0,13,1,0,1,1,1,0,0,1,11,0,4,0,0,203,0.38,0,2,11,0.91,1,8609,15,3867,33857,0,0
com.freedomotic.util,TopologyUtilsTest,testContains,0,0,0,0,0,0,19,1,4,5,1,7,0,0,0,5,1,11,0,0,43,0,0,2,5,1,1,11,57,3867,33857,0,0
com.freedomotic.events,MessageEventTest,testDefaultDestination,0,0,0,0,0,0,4,1,1,1,1,3,1,1,0,5,1,11,0,0,43,0,0,2,5,1,1,22,123,3867,33857,0,0
