ALD,ATFD,CALIN,CC,CCL,CDISP,CEXT,CINT,CM,CYCLO,FANIN,FANOUT,FANOUTCLASS,FDP,LAA,LOC,MAXNESTING,NOAV,NOEU,NOLV,NOP,is_brain
0,0,0,1,4,0,0,0,1,1,1,1,1,0,1,3,0,3,1,0,1,FALSE
0,0,0,1,2,0,0,0,1,2,6,2,0,0,1,15,2,4,4,4,1,FALSE
0,0,0,0,2,0,0,0,0,2,1,2,0,0,1,15,2,4,0,4,1,FALSE
0,0,0,1,1,0,0,0,2,1,2,1,1,0,1,5,0,1,2,0,1,FALSE
2,0,0,0,2,0,0,0,0,2,0,2,2,0,1,6,1,2,0,0,1,FALSE
0,0,0,1,1,0,0,0,1,2,1,0,0,0,1,4,1,0,1,0,1,FALSE
0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,3,0,0,1,0,1,FALSE
1,0,0,1,2,0,0,0,1,1,1,1,0,0,1,3,0,2,1,0,1,FALSE
1,0,4,1,1,0,0,0,1,4,1,11,6,0,1,49,4,8,1,7,1,TRUE
0,0,2,1,1,0,0,0,3,3,4,6,3,0,1,35,4,4,3,7,1,TRUE
0,0,2,0,1,0,0,0,0,2,4,3,1,0,1,9,1,1,0,0,1,FALSE
0,0,0,2,1,0,0,0,4,3,4,0,0,0,1,15,1,0,4,0,1,FALSE
0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,3,0,0,1,0,1,FALSE
0,0,1,0,1,0,0,0,0,7,2,12,4,0,1,60,2,9,0,10,1,TRUE
0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,1,FALSE
0,0,0,1,1,0,0,0,2,1,2,0,0,0,1,3,0,0,2,0,1,FALSE
1,0,1,0,2,0,0,0,0,2,0,7,1,0,1,16,0,2,0,0,1,FALSE
0,0,1,0,3,0,0,0,0,1,0,2,1,0,1,3,0,1,0,0,1,FALSE
4,0,1,0,2,0,0,0,0,4,0,10,2,0,1,13,1,5,0,2,1,FALSE
8,0,0,0,2,0,0,0,0,5,1,9,1,0,1,14,4,5,0,1,1,TRUE
1,0,1,0,3,0,0,0,0,1,0,3,1,0,1,3,0,2,0,0,1,FALSE
0,0,0,1,1,0,0,0,1,2,1,0,0,0,1,6,1,0,1,1,1,FALSE
1,0,0,3,2,0,0,0,4,2,4,1,0,0,1,8,1,1,4,1,1,FALSE
10,4,0,0,3,0.5,2,4,0,15,1,7,3,1,0.71,40,3,5,0,2,1,FALSE
1,0,2,1,2,1,2,2,1,3,1,3,2,0,1,14,2,3,1,2,1,FALSE
0,1,0,3,4,1,1,1,4,4,4,4,3,1,0,9,2,2,4,0,1,FALSE
0,0,0,0,5,0,0,0,0,1,2,3,1,0,1,5,0,1,0,0,1,FALSE
0,0,1,0,1,0,0,0,0,2,1,8,4,0,1,15,3,5,0,4,1,TRUE
0,0,8,1,2,0,0,0,1,2,1,6,3,0,1,14,2,5,1,3,1,FALSE
0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,1,FALSE
0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,3,0,0,1,0,1,FALSE
0,0,0,1,1,0,0,0,1,1,2,0,0,0,1,3,0,0,2,0,1,FALSE
0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,3,0,0,1,0,1,FALSE
0,0,2,1,2,0,0,0,1,3,1,2,2,0,1,10,1,1,1,0,1,FALSE
0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,3,0,0,1,0,1,FALSE
1,0,0,0,2,0,0,0,0,1,0,1,1,0,1,3,0,1,0,0,1,FALSE
1,0,0,0,2,0,0,0,0,1,0,1,1,0,1,3,0,1,0,0,1,FALSE
0,0,2,0,1,0,0,0,0,1,0,3,2,0,1,9,0,5,0,2,1,FALSE
1,0,2,0,1,0,0,0,0,5,0,3,2,0,1,19,2,4,0,5,1,TRUE
0,0,0,2,1,0,0,0,9,1,9,0,0,0,1,3,0,0,9,0,1,FALSE
1,0,0,2,1,0,0,0,10,1,10,1,1,0,1,3,0,2,10,0,1,FALSE
1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,3,0,2,0,0,1,FALSE
0,1,0,0,5,1,1,1,0,1,0,1,1,1,0,3,0,2,0,0,1,FALSE
0,1,0,0,3,1,1,1,0,1,0,1,1,1,0,3,0,2,0,0,1,FALSE
0,0,0,1,1,0,0,0,2,0,3,0,0,0,1,0,0,0,2,0,1,FALSE
0,3,0,0,5,1,1,1,0,2,0,3,2,2,0,7,1,3,0,1,1,FALSE
0,1,1,0,2,0,0,0,0,1,0,2,1,1,0,4,0,2,0,0,1,FALSE
0,0,1,0,2,0,0,0,0,1,0,2,1,0,1,3,0,1,0,0,1,FALSE
0,1,5,0,2,0,0,0,0,7,0,18,3,1,0,30,3,12,0,8,1,TRUE
0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,3,0,0,1,0,1,FALSE
0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,4,0,0,1,0,1,FALSE
0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,4,0,0,1,0,1,FALSE
1,0,2,1,1,0,0,0,1,1,1,7,3,0,1,10,0,2,1,0,1,FALSE
0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,1,FALSE
1,0,1,0,4,0,0,0,0,1,2,3,1,0,1,6,0,3,0,1,1,FALSE
0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,1,FALSE
2,0,0,0,2,0,0,0,0,1,0,1,1,0,1,6,0,2,0,1,1,FALSE
1,0,0,0,2,0,0,0,0,1,0,1,0,0,1,3,0,2,0,0,1,FALSE
2,0,0,0,3,0,0,0,0,4,0,3,1,0,1,5,2,3,0,0,1,FALSE
1,0,1,0,2,0,0,0,0,1,1,3,1,0,1,3,0,2,0,0,1,FALSE
0,0,0,0,3,0,0,0,0,2,0,1,1,0,1,4,0,0,0,0,1,FALSE
1,0,0,0,2,0,0,0,0,1,0,1,0,0,1,4,0,2,0,0,1,FALSE
0,0,0,0,2,0,0,0,0,1,0,1,0,0,1,6,0,1,0,0,1,FALSE
0,0,1,0,2,1,1,1,0,3,2,2,1,0,1,21,1,7,0,7,1,FALSE
0,0,0,0,3,0,0,0,0,2,4,1,1,0,1,9,1,0,0,3,1,FALSE
0,0,0,1,1,0,0,0,2,1,2,0,0,0,1,4,0,0,2,0,1,FALSE
0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,3,0,0,1,0,1,FALSE
0,0,0,0,1,0,0,0,0,1,2,0,0,0,1,3,0,0,0,0,1,FALSE
4,0,1,1,2,0,0,0,2,4,2,2,1,0,1,12,2,4,2,2,1,FALSE
1,1,0,1,2,0.33,1,3,2,6,2,6,2,1,0.5,14,2,3,2,1,1,TRUE
0,0,1,1,1,0,0,0,1,1,1,2,1,0,1,10,0,1,1,0,1,FALSE
0,0,0,2,2,0,0,0,9,1,9,1,0,0,1,4,0,1,9,0,1,FALSE
1,0,0,11,1,0,0,0,15,1,16,1,1,0,1,3,0,2,15,0,1,TRUE
0,0,0,10,1,0,0,0,14,1,15,0,0,0,1,3,0,0,14,0,1,FALSE
3,0,0,2,2,0,0,0,8,6,8,4,2,0,1,16,3,4,8,2,1,TRUE
0,0,0,0,2,0,0,0,0,1,0,1,0,0,1,3,0,1,0,0,1,FALSE
1,0,1,0,3,0,0,0,0,1,0,2,1,0,1,3,0,2,0,0,1,FALSE
10,0,6,0,3,0,0,0,0,15,1,7,2,0,1,40,3,5,0,2,1,FALSE
1,0,1,1,2,0,0,0,1,3,1,3,1,0,1,14,2,3,1,2,1,FALSE
0,1,0,3,4,0,0,0,4,4,4,4,2,1,0,9,2,2,4,0,1,FALSE
0,0,0,0,5,0,0,0,0,1,2,3,1,0,1,5,0,2,0,0,1,FALSE
0,0,0,0,2,0,0,0,0,2,1,7,2,0,1,14,3,5,0,4,1,TRUE
1,0,0,1,6,0,0,0,1,1,1,4,2,0,1,5,0,3,1,0,1,FALSE
0,0,2,1,2,0,0,0,1,2,1,5,2,0,1,14,2,5,1,3,1,FALSE
0,0,0,2,1,0,0,0,2,1,2,0,0,0,1,3,0,0,2,0,1,FALSE
0,0,1,0,2,0,0,0,0,1,0,4,1,0,1,13,0,8,0,4,1,FALSE
2,0,0,0,2,0,0,0,0,5,0,2,0,0,1,22,2,7,0,7,1,TRUE
0,4,0,0,5,1,2,2,0,2,0,4,3,2,0,7,1,3,0,1,1,FALSE
0,1,2,0,2,1,1,1,0,1,0,3,2,1,0,4,0,2,0,0,1,FALSE
0,1,5,0,2,0,0,0,0,8,0,18,3,1,0,31,3,12,0,8,1,TRUE
1,1,1,0,8,1,1,1,0,1,2,3,2,1,0.5,5,0,3,0,1,1,FALSE
1,0,4,0,9,0.33,1,3,0,1,0,5,3,0,1,5,0,2,0,0,1,FALSE
0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,3,0,0,1,0,1,FALSE
3,0,5,0,3,0,0,0,0,7,0,13,4,0,1,25,2,9,0,8,1,TRUE
0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,3,0,0,1,0,1,FALSE
0,0,0,0,2,0,0,0,0,1,0,1,0,0,1,4,0,0,0,0,1,FALSE
2,0,0,0,2,0,0,0,0,1,0,1,0,0,1,3,0,3,0,0,1,FALSE
1,0,0,0,2,0,0,0,0,4,0,3,1,0,1,5,2,2,0,0,1,FALSE
1,0,1,0,2,1,1,1,0,1,0,2,1,0,1,4,0,2,0,0,1,FALSE
2,0,0,0,3,0,0,0,1,6,1,3,1,0,1,27,2,9,1,8,1,TRUE
0,0,1,0,3,0,0,0,0,1,1,6,2,0,1,11,0,2,0,1,1,FALSE
0,0,1,0,3,0,0,0,0,1,1,6,2,0,1,12,0,2,0,1,1,FALSE
0,0,1,0,3,0,0,0,0,1,1,6,2,0,1,11,0,2,0,1,1,FALSE
0,0,0,0,8,0,0,0,0,1,1,3,1,0,1,6,0,4,0,2,1,FALSE
0,0,1,0,3,0,0,0,0,3,2,2,1,0,1,21,1,7,0,7,1,FALSE
0,0,0,0,3,0,0,0,0,2,3,1,1,0,1,9,1,0,0,3,1,FALSE
0,0,1,1,1,0,0,0,1,1,1,2,1,0,1,6,0,1,1,0,1,FALSE
0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,3,0,0,1,0,1,FALSE
0,0,0,0,2,0,0,0,0,1,0,1,1,0,1,4,0,1,0,0,1,FALSE
1,0,8,2,2,0,0,0,2,9,2,9,9,0,1,21,7,10,2,1,1,TRUE
0,0,0,0,3,0,0,0,0,1,0,2,1,0,1,5,0,2,0,0,1,FALSE
0,0,19,0,4,0,0,0,0,9,3,23,5,0,1,71,1,12,0,10,1,TRUE
0,0,0,0,10,0,0,0,0,1,0,2,2,0,1,4,0,2,0,1,1,FALSE
2,0,27,0,10,0.1,1,10,0,3,0,28,7,0,1,66,2,14,0,15,1,FALSE
0,0,0,2,1,0,0,0,2,1,2,0,0,0,1,3,0,0,2,0,1,FALSE
7,0,2,2,4,0,0,0,2,5,2,7,2,0,1,41,2,25,2,9,1,FALSE
1,0,0,0,5,1,1,1,0,1,0,1,1,0,1,3,0,2,0,0,1,FALSE
0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,1,FALSE
3,0,0,0,3,0,0,0,0,1,0,2,1,0,1,8,0,4,0,0,1,FALSE
4,0,1,0,2,0,0,0,0,1,0,2,1,0,1,6,0,5,0,0,1,FALSE
0,0,5,0,4,1,1,1,0,1,0,7,4,0,1,12,0,5,0,0,1,FALSE
0,0,1,0,2,0,0,1,0,1,0,2,1,0,1,3,0,1,0,0,1,FALSE
0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,1,FALSE
0,0,0,1,2,0,0,0,1,1,1,1,0,0,1,3,0,1,1,0,1,FALSE
0,0,1,0,1,0,0,0,0,2,2,2,1,0,1,8,1,1,0,0,1,FALSE
0,0,2,2,1,0,0,0,3,1,3,6,2,0,1,16,2,6,3,6,1,FALSE
0,0,2,2,1,0,0,0,2,2,2,7,2,0,1,18,2,6,2,6,1,FALSE
0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,3,0,0,0,0,1,FALSE
0,0,2,0,1,0,0,0,0,9,2,3,2,0,1,19,1,2,0,1,1,TRUE
0,0,1,0,2,0,0,0,0,2,2,3,3,0,1,8,1,1,0,0,1,FALSE
0,0,1,0,1,0,0,0,0,2,2,6,2,0,1,8,1,4,0,2,1,FALSE
0,0,0,0,2,0,0,0,0,1,1,1,0,0,1,3,0,2,0,0,1,FALSE
0,0,1,4,3,0,0,0,4,1,4,6,2,0,1,8,0,1,4,0,1,FALSE
1,1,6,0,3,0.5,1,2,0,3,0,7,4,1,0.5,22,1,6,0,1,1,FALSE
0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,3,0,0,1,0,1,FALSE
0,0,0,0,3,0,0,0,0,1,0,1,1,0,1,3,0,1,0,0,1,FALSE
0,0,2,0,2,0,0,0,0,1,1,3,1,0,1,8,2,1,0,1,1,FALSE
0,2,0,0,2,0,0,0,0,1,0,1,0,1,0,6,0,3,0,0,1,FALSE
0,0,2,0,2,0,0,0,0,2,0,3,2,0,1,11,1,2,0,2,1,FALSE
0,0,0,0,2,0,0,0,0,1,1,1,0,0,1,5,0,2,0,1,1,FALSE
2,0,2,0,4,0,0,0,0,1,0,3,2,0,1,9,2,4,0,1,1,FALSE
0,0,0,0,2,0,0,0,0,2,4,4,3,0,1,9,1,2,0,1,1,FALSE
0,0,2,0,9,0,0,0,0,6,2,35,15,0,1,87,1,15,0,14,1,TRUE
0,0,2,0,9,0.33,5,15,0,14,2,36,15,0,1,110,1,18,0,17,1,TRUE
0,0,1,0,4,0,0,0,0,1,0,1,1,0,1,3,0,1,0,0,1,FALSE
0,0,0,2,1,0,0,0,2,2,2,0,0,0,1,7,1,0,2,0,1,FALSE
1,0,0,0,2,0,0,0,0,1,4,1,0,0,1,3,0,2,0,0,1,FALSE
2,0,0,0,2,0,0,0,0,1,0,4,0,0,1,8,0,5,0,2,1,FALSE
0,0,0,0,1,0,0,0,0,2,6,0,0,0,1,3,1,0,3,0,1,FALSE
4,0,0,2,2,0,0,0,2,3,2,5,1,0,1,22,1,16,2,7,1,FALSE
0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,5,0,0,1,0,1,FALSE
0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,1,FALSE
0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,1,FALSE
1,0,1,0,2,0,0,0,0,2,0,2,1,0,1,6,1,1,0,0,1,FALSE
1,0,1,0,3,1,2,2,0,1,1,3,2,0,1,4,0,2,0,0,1,FALSE
4,1,0,0,4,0.12,1,8,0,4,0,10,3,1,0.8,34,2,6,0,4,1,FALSE
4,2,0,0,4,0.12,1,8,0,4,0,11,3,1,0.67,35,1,6,0,4,1,FALSE
1,0,0,0,2,0,0,0,0,1,1,1,0,0,1,5,0,3,0,1,1,FALSE
2,0,0,0,4,0,0,0,0,1,0,3,2,0,1,5,0,4,0,1,1,FALSE
1,0,0,0,4,1,1,1,0,1,0,2,2,0,1,3,0,2,0,0,1,FALSE
0,0,0,3,1,0,0,0,4,1,4,0,0,0,1,3,0,0,4,0,1,FALSE
0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,1,FALSE
0,0,0,0,2,0,0,0,0,1,0,1,1,0,1,3,0,0,0,0,1,FALSE
6,0,0,0,3,0,0,0,0,1,0,8,4,0,1,18,2,12,0,2,1,FALSE
5,0,0,0,3,0,0,0,0,1,0,4,2,0,1,17,0,10,0,1,1,FALSE
2,0,12,0,7,0.14,1,7,0,1,0,14,4,0,1,32,0,13,0,9,1,FALSE
3,0,3,2,2,0,0,0,2,1,2,7,3,0,1,17,2,6,2,3,1,FALSE
0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,1,FALSE
3,0,2,0,1,0,0,0,0,1,0,6,2,0,1,12,0,6,0,3,1,TRUE
2,0,1,0,3,0,0,0,0,1,0,2,1,0,1,4,0,4,0,0,1,FALSE
2,0,1,0,3,0,0,0,0,1,0,2,1,0,1,4,0,4,0,0,1,FALSE
4,0,0,0,2,0,0,0,0,3,4,1,0,0,1,21,2,8,0,5,1,FALSE
4,0,2,0,2,0,0,0,0,3,0,2,1,0,1,18,2,4,0,2,1,FALSE
1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,4,0,3,0,0,1,FALSE
0,0,0,0,3,0,0,0,0,1,0,1,1,0,1,6,0,1,0,0,1,FALSE
0,0,1,0,3,0,0,0,0,1,0,2,1,0,1,4,0,1,0,0,1,FALSE
1,0,0,0,2,0,0,0,1,1,1,1,0,0,1,3,0,2,1,0,1,FALSE
0,0,0,0,3,0,0,0,0,1,0,2,1,0,1,7,0,2,0,0,1,FALSE
0,0,0,0,2,0,0,0,0,1,0,1,0,0,1,3,0,1,0,0,1,FALSE
0,0,0,0,2,0,0,0,2,1,3,1,0,0,1,3,0,2,2,0,1,FALSE
0,0,0,1,2,0,0,0,1,1,2,1,0,0,1,3,0,2,1,0,1,FALSE
0,0,0,1,2,0,0,0,1,1,2,1,0,0,1,3,0,2,1,0,1,FALSE
0,0,0,0,2,0,0,0,0,1,1,1,0,0,1,3,0,2,0,0,1,FALSE
0,0,0,1,2,0,0,0,1,1,2,1,0,0,1,3,0,2,1,0,1,FALSE
0,0,0,1,2,0,0,0,1,1,1,1,0,0,1,5,0,2,1,0,1,FALSE
0,0,0,1,2,0,0,0,1,1,1,1,0,0,1,3,0,2,1,0,1,FALSE
0,0,0,0,11,0,0,0,0,1,0,1,1,0,1,3,0,1,0,0,1,FALSE
0,0,0,1,10,0,0,0,1,1,3,2,2,0,1,4,0,1,1,0,1,FALSE
0,0,1,1,9,1,1,1,1,1,1,3,2,0,1,4,0,1,1,0,1,FALSE
0,0,3,0,3,0.14,1,7,0,9,2,26,10,0,1,58,2,16,0,7,1,TRUE
0,1,4,0,11,0.2,2,10,0,1,1,35,7,1,0,120,0,15,0,13,1,FALSE
0,0,1,0,12,0,0,0,0,1,0,3,2,0,1,4,0,2,0,1,1,FALSE
0,0,0,1,2,0,0,0,1,1,1,1,0,0,1,3,0,1,1,0,1,FALSE
0,0,0,0,2,0,0,0,0,1,0,1,0,0,1,3,0,1,0,0,1,FALSE
10,0,6,2,3,0,0,0,2,13,2,14,6,0,1,96,2,11,2,9,1,TRUE
2,0,3,1,4,0,0,0,1,2,1,5,3,0,1,8,1,3,1,1,1,FALSE
0,0,0,1,2,0,0,0,1,1,1,1,0,0,1,6,0,2,1,0,1,FALSE
4,0,0,1,2,0,0,0,1,1,1,1,0,0,1,6,0,5,1,0,1,FALSE
1,2,1,0,3,0.67,2,3,0,2,1,10,5,2,0.33,13,1,3,0,2,1,FALSE
0,0,0,3,1,0,0,0,6,0,6,0,0,0,1,0,0,0,6,0,1,FALSE
10,0,16,0,6,0.25,1,4,0,8,1,23,8,0,1,98,3,25,0,16,1,TRUE
0,0,0,1,1,0,0,0,2,1,2,0,0,0,1,3,0,0,2,0,1,FALSE
8,0,0,0,2,0,0,0,0,2,0,1,0,0,1,19,1,5,0,0,1,FALSE
1,0,0,0,2,0,0,0,3,2,3,1,0,0,1,6,1,2,3,0,1,FALSE
3,0,0,0,2,0,0,0,0,1,0,1,0,0,1,5,0,5,0,0,1,FALSE
5,0,8,0,1,0,0,0,0,3,0,8,4,0,1,35,4,12,0,7,1,TRUE
4,0,8,0,1,0,0,0,0,2,0,8,4,0,1,32,4,12,0,7,1,TRUE
0,0,1,1,2,0,0,0,1,1,1,2,1,0,1,5,0,1,1,0,1,FALSE
0,0,8,0,6,0.2,2,10,0,3,0,18,5,0,1,38,1,13,0,7,1,FALSE
0,0,0,0,1,0,0,0,1,1,1,2,1,0,1,6,0,0,1,0,1,FALSE
0,0,12,0,6,0.27,3,11,0,4,0,20,5,0,1,69,2,21,0,9,1,TRUE
0,0,0,0,1,0,0,0,1,1,1,2,1,0,1,5,0,0,1,0,1,FALSE
0,0,10,0,6,0.33,2,6,0,3,0,15,4,0,1,60,2,20,0,8,1,FALSE
2,0,0,0,2,0,0,0,0,2,0,3,1,0,1,11,1,5,0,3,1,FALSE
1,0,0,0,2,0,0,0,0,1,0,2,1,0,1,7,0,5,0,3,1,FALSE
1,0,0,0,1,0,0,0,0,2,0,3,2,0,1,11,1,1,0,0,1,FALSE
0,0,0,0,1,0,0,0,0,3,0,0,0,0,1,4,2,0,0,1,1,FALSE
0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,3,0,0,0,0,1,FALSE
0,0,0,0,3,0,0,0,0,1,0,1,1,0,1,3,0,1,0,0,1,FALSE
0,0,0,3,1,0,0,0,4,1,4,0,0,0,1,3,0,0,4,0,1,FALSE
0,0,0,0,1,0,0,0,0,7,1,4,2,0,1,52,6,9,0,7,1,TRUE
0,0,0,0,1,0,0,0,0,6,1,4,2,0,1,24,5,2,0,0,1,FALSE
0,0,0,0,2,0,0,0,0,1,5,1,0,0,1,3,0,0,0,0,1,FALSE
0,0,0,3,5,0,0,0,4,15,4,12,4,0,1,72,8,8,4,8,1,FALSE
0,1,1,0,2,0,0,0,0,1,0,1,1,1,0,3,0,2,0,0,1,FALSE
0,0,0,2,2,0,0,0,2,1,2,4,2,0,1,3,0,1,2,0,1,FALSE
0,0,0,1,2,0,0,0,1,1,1,1,0,0,1,4,0,1,1,0,1,FALSE
0,0,2,0,1,0,0,0,0,1,0,4,2,0,1,8,0,3,0,3,1,FALSE
0,0,0,3,2,0,0,0,3,1,3,1,0,0,1,3,0,2,3,0,1,FALSE
0,0,6,0,2,0,0,0,0,1,1,7,5,0,1,22,2,7,0,5,1,FALSE
0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,1,FALSE
0,1,0,0,2,0,0,0,0,1,1,3,1,1,0,18,2,6,0,5,1,FALSE
0,0,0,0,10,0,0,0,0,1,0,2,2,0,1,5,0,1,0,1,1,FALSE
1,0,0,0,3,0,0,0,0,2,0,2,2,0,1,8,1,2,0,1,1,FALSE
3,0,1,0,2,0,0,0,0,5,1,2,1,0,1,16,1,7,0,3,1,TRUE
0,0,1,0,1,0,0,0,0,1,0,1,1,0,1,3,0,0,0,0,1,FALSE
1,0,0,0,2,0,0,0,0,1,0,2,1,0,1,6,0,2,0,1,1,FALSE
2,0,1,0,2,0,0,0,0,3,0,3,1,0,1,8,2,4,0,0,1,FALSE
0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,3,0,0,1,0,1,FALSE
1,0,1,0,2,0,0,0,0,1,0,2,1,0,1,5,0,4,0,2,1,FALSE
2,0,1,0,7,0,0,0,0,1,0,2,1,0,1,5,0,5,0,2,1,FALSE
10,2,4,0,7,0.5,3,6,0,3,0,20,9,1,0.83,58,4,21,0,13,1,FALSE
1,0,2,2,2,0,0,0,4,1,13,4,3,0,1,6,0,3,13,1,1,FALSE
0,0,0,5,1,0,0,0,5,1,5,0,0,0,1,3,0,0,5,0,1,FALSE
1,0,0,0,2,0,0,0,0,4,1,4,0,0,1,13,1,3,0,1,1,FALSE
1,0,0,0,2,0,0,0,0,3,1,4,1,0,1,10,1,3,0,1,1,FALSE
0,0,0,0,3,0,0,0,0,1,1,1,1,0,1,3,0,2,0,0,1,FALSE
0,0,0,0,3,0,0,0,0,1,1,1,1,0,1,3,0,2,0,0,1,FALSE
0,0,0,0,3,0,0,0,0,1,1,1,1,0,1,3,0,2,0,0,1,FALSE
0,0,0,0,3,0,0,0,0,1,1,1,1,0,1,3,0,2,0,0,1,FALSE
0,0,0,0,3,0,0,0,0,1,1,1,1,0,1,3,0,2,0,0,1,FALSE
1,0,0,0,2,0,0,0,0,3,1,3,1,0,1,10,1,3,0,1,1,FALSE
1,0,0,0,2,0,0,0,0,3,1,3,0,0,1,10,1,2,0,1,1,FALSE
1,0,0,0,2,0,0,0,0,3,1,3,0,0,1,10,1,2,0,1,1,FALSE
0,0,0,0,3,0,0,0,0,1,1,1,1,0,1,3,0,2,0,0,1,FALSE
0,0,0,0,3,0,0,0,0,1,1,1,1,0,1,3,0,2,0,0,1,FALSE
0,0,0,0,3,0,0,0,0,1,1,1,1,0,1,3,0,2,0,0,1,FALSE
0,0,0,0,3,0,0,0,0,1,1,1,1,0,1,3,0,2,0,0,1,FALSE
0,0,0,0,3,0,0,0,0,1,1,1,1,0,1,3,0,2,0,0,1,FALSE
0,0,0,0,3,0,0,0,0,1,1,1,1,0,1,3,0,2,0,0,1,FALSE
0,0,32,3,5,0.5,1,2,3,9,3,31,5,0,1,78,1,12,3,10,1,TRUE
0,0,0,3,1,0,0,0,3,1,3,0,0,0,1,3,0,0,3,0,1,FALSE
0,0,0,2,3,0,0,0,2,2,2,1,1,0,1,8,1,0,2,0,1,FALSE
1,0,0,1,2,0,0,0,1,2,1,1,0,0,1,6,1,2,1,0,1,FALSE
0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,3,0,0,1,0,1,FALSE
0,0,0,2,2,0,0,0,2,3,2,4,3,0,1,11,2,2,2,1,1,FALSE
0,0,0,1,1,0,0,0,2,1,2,0,0,0,1,3,0,0,2,0,1,FALSE
9,2,3,0,7,0.4,2,5,0,3,0,21,8,1,0.82,63,4,23,0,16,1,FALSE
0,0,1,2,1,0,0,0,2,1,2,1,1,0,1,3,0,1,2,0,1,FALSE
1,0,0,2,1,0,0,0,3,1,3,1,1,0,1,3,0,1,3,0,1,FALSE
0,0,2,0,1,0,0,0,0,3,0,1,1,0,1,11,1,1,0,0,1,FALSE
0,0,0,0,1,0,0,0,0,2,1,0,0,0,1,6,1,0,0,0,1,FALSE
0,0,2,0,3,0,0,0,0,2,1,10,7,0,1,18,1,7,0,6,1,FALSE
5,0,4,0,7,0,0,0,0,2,0,8,4,0,1,34,2,13,0,7,1,FALSE
0,0,0,2,1,0,0,0,4,3,4,3,1,0,1,6,1,1,4,0,1,FALSE
0,0,1,3,1,0,0,0,3,2,3,4,1,0,1,15,1,2,3,1,1,FALSE
5,0,3,0,7,0,0,0,0,1,0,8,4,0,1,31,2,15,0,8,1,FALSE
5,0,0,0,3,0.5,1,2,0,3,0,3,2,0,1,14,2,3,0,1,1,FALSE
0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,FALSE
0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,FALSE
15,0,7,1,2,0,0,0,1,9,1,9,7,0,1,31,2,5,1,1,1,FALSE
11,4,5,0,7,0.43,3,7,0,3,0,21,9,1,0.73,78,4,28,0,17,1,FALSE
5,2,4,0,7,0.5,1,2,0,2,0,10,5,1,0.71,38,2,15,0,9,1,FALSE
0,0,0,2,1,0,0,0,2,1,2,0,0,0,1,3,0,0,2,0,1,FALSE
1,4,1,2,2,0.5,1,2,2,5,2,7,4,1,0.2,23,2,5,2,5,1,TRUE
0,0,1,0,2,0,0,0,0,1,1,2,1,0,1,4,0,1,0,1,1,FALSE
3,0,2,0,3,0,0,0,0,2,1,9,4,0,1,20,2,11,0,5,1,FALSE
1,0,0,0,5,1,1,1,0,1,0,3,3,0,1,4,0,1,0,1,1,FALSE
0,0,0,0,1,0,0,0,0,2,1,1,1,0,1,6,1,1,0,0,1,FALSE
3,0,8,0,6,1,1,1,0,2,0,8,4,0,1,23,2,7,0,3,1,FALSE
1,0,1,0,2,0,0,0,0,1,1,3,1,0,1,7,0,2,0,0,1,FALSE
2,0,12,0,5,0,0,0,0,2,1,17,10,0,1,42,0,14,0,10,1,FALSE
1,0,1,0,6,0,0,0,0,1,0,2,1,0,1,4,0,2,0,0,1,FALSE
0,0,0,1,1,0,0,0,1,1,2,0,0,0,1,3,0,0,1,0,1,FALSE
