Contract,Dependents,DeviceProtection,InternetService,MonthlyCharges,MultipleLines,Partner,PaymentMethod,PhoneService,SeniorCitizen,TVProgram,TotalCharges,gender,tenure,Label
Month-to-month,No,No,Fiber optic,88.53876193,Yes,No,Electronic check,Yes,0,Yes,1130.895402,Female,13,Yes
Month-to-month,No,No,Fiber optic,61.15138383,Yes,No,Electronic check,Yes,0,Yes,1422.048253,Male,21,No
Month-to-month,No,No,Fiber optic,69.1,No,No,Electronic check,Yes,0,No,435,Male,6,No
Month-to-month,Yes,No,DSL,48.8,No,Yes,Mailed check,Yes,0,No,297.35,Female,6,No
One year,No,No,DSL,55,No,No,Mailed check,Yes,0,No,1885.15,Female,34,No
Month-to-month,No,Yes,Fiber optic,79,No,No,Credit card (automatic),Yes,0,No,2576.8,Male,33,No
Month-to-month,No,No,DSL,34,No phone service,Yes,Bank transfer (automatic),No,0,No,1505.35,Female,43,No
Month-to-month,No,Yes,Fiber optic,108.1,Yes,No,Credit card (automatic),Yes,1,Yes,5839.3,Female,52,No
Month-to-month,No,Yes,Fiber optic,98.1,Yes,Yes,Electronic check,Yes,1,Yes,1060.2,Female,12,Yes
Two year,Yes,Yes,Fiber optic,105.25,No,Yes,Bank transfer (automatic),Yes,0,Yes,7173.15,Male,68,No
Month-to-month,No,No,Fiber optic,90.15001367,Yes,No,Electronic check,Yes,0,Yes,2240.411634,Male,24,Yes
One year,No,No,DSL,54.45,Yes,No,Mailed check,Yes,0,No,1893.5,Female,36,No
Month-to-month,No,No internet service,No,19.05,No,No,Mailed check,Yes,0,No internet service,461.3,Female,25,No
Month-to-month,No,No internet service,No,19.75,No,No,Mailed check,Yes,0,No internet service,19.75,Male,1,No
Month-to-month,No,Yes,DSL,59.65,No,No,Bank transfer (automatic),Yes,0,No,2536.55,Female,42,No
One year,No,No internet service,No,25.2,Yes,Yes,Electronic check,Yes,1,No internet service,1306.3,Female,50,No
Month-to-month,No,Yes,Fiber optic,80.45,Yes,No,Electronic check,Yes,0,No,1072,Female,14,Yes
Two year,Yes,Yes,DSL,79.5,No,No,Credit card (automatic),Yes,0,Yes,5196.1,Male,66,No
Two year,No,No internet service,No,20.45,No,No,Mailed check,Yes,0,No internet service,1042.65,Male,51,No
Two year,No,Yes,Fiber optic,115.1,Yes,No,Bank transfer (automatic),Yes,0,Yes,7334.05,Female,64,No
Month-to-month,No,No internet service,No,19.65,No,No,Mailed check,Yes,0,No internet service,19.65,Female,1,No
Two year,Yes,No,DSL,80.6,Yes,Yes,Bank transfer (automatic),Yes,0,Yes,5460.2,Female,70,No
Month-to-month,No,Yes,Fiber optic,105.3,Yes,Yes,Electronic check,Yes,1,Yes,7299.65,Male,68,Yes
Month-to-month,No,No,Fiber optic,62.62869939,No,No,Electronic check,Yes,0,Yes,737.7231035,Female,13,Yes
Month-to-month,No,No,Fiber optic,85.7,Yes,No,Electronic check,Yes,1,Yes,85.7,Female,1,Yes
Month-to-month,No,Yes,Fiber optic,89.46057723,Yes,Yes,Electronic check,Yes,0,Yes,4847.693994,Male,53,No
Month-to-month,No,Yes,Fiber optic,101.35,No,No,Electronic check,Yes,0,Yes,1553.95,Male,15,Yes
One year,No,Yes,Fiber optic,80.05,No,No,Electronic check,Yes,0,No,3019.1,Female,37,No
Month-to-month,No,No internet service,No,19.4,No,No,Mailed check,Yes,0,No internet service,415.4,Male,20,No
Month-to-month,No,No,Fiber optic,75.3,No,No,Credit card (automatic),Yes,1,No,1147.45,Female,15,Yes
One year,No,Yes,Fiber optic,90.05,No,No,Credit card (automatic),Yes,0,Yes,5817,Female,63,No
Month-to-month,No,No,DSL,46.1,No,Yes,Mailed check,Yes,0,No,130.15,Female,3,No
Month-to-month,No,No,Fiber optic,74.29648734,Yes,Yes,Electronic check,Yes,0,Yes,2432.081218,Male,35,No
Two year,Yes,No internet service,No,19.6,No,Yes,Mailed check,Yes,0,No internet service,686.95,Male,35,No
Two year,Yes,Yes,DSL,90.95,Yes,Yes,Credit card (automatic),Yes,0,Yes,6652.45,Female,72,No
Month-to-month,No,No,DSL,60.83429575,No,No,Electronic check,Yes,0,No,73.94191093,Female,1,Yes
One year,Yes,No,Fiber optic,83,Yes,Yes,Electronic check,Yes,0,Yes,5685.8,Female,68,Yes
One year,Yes,Yes,Fiber optic,107.9,Yes,Yes,Electronic check,Yes,1,Yes,7475.85,Female,70,No
Month-to-month,Yes,No,Fiber optic,79.95,Yes,Yes,Credit card (automatic),Yes,0,No,1267.95,Female,16,No
Month-to-month,Yes,No,DSL,55.15,No,Yes,Electronic check,Yes,0,No,1206.05,Female,22,Yes
Month-to-month,No,No,Fiber optic,80.1,Yes,No,Electronic check,Yes,0,No,336.15,Male,4,No
Month-to-month,No,No,Fiber optic,74.35,No,No,Electronic check,Yes,0,No,74.35,Female,1,No
Month-to-month,No,Yes,Fiber optic,76.2,No,Yes,Electronic check,Yes,0,No,76.2,Male,1,Yes
Month-to-month,No,No,Fiber optic,88.88704465,No,No,Electronic check,Yes,0,No,178.5490664,Female,2,Yes
Month-to-month,No,No,DSL,35.8,No phone service,No,Mailed check,No,0,Yes,363.15,Female,11,No
Month-to-month,No,No,Fiber optic,99.85,No,Yes,Electronic check,Yes,0,Yes,990.9,Male,10,Yes
Two year,No,No internet service,No,19.4,No,Yes,Bank transfer (automatic),Yes,0,No internet service,1496.45,Female,72,No
Month-to-month,Yes,No internet service,No,19.4,No,Yes,Mailed check,Yes,0,No internet service,19.4,Female,1,No
Two year,Yes,No,DSL,85.15,Yes,No,Mailed check,Yes,0,Yes,4461.85,Male,52,No
Month-to-month,No,No,Fiber optic,81.25951409,No,No,Electronic check,Yes,0,No,270.4885788,Female,3,Yes
One year,Yes,Yes,DSL,40.2,No phone service,Yes,Electronic check,No,0,No,1525.35,Male,37,No
One year,No,Yes,DSL,35.4,No phone service,Yes,Credit card (automatic),No,0,No,978.6,Female,26,No
Month-to-month,No,No,DSL,49.95,No,No,Electronic check,Yes,0,No,49.95,Female,1,No
Month-to-month,No,No internet service,No,20.89145195,No,No,Mailed check,Yes,0,No internet service,20.89145195,Male,1,Yes
Month-to-month,No,No,Fiber optic,91.952132,Yes,Yes,Electronic check,Yes,0,Yes,3097.118442,Male,33,No
Month-to-month,No,No,DSL,44.8,No,No,Credit card (automatic),Yes,0,No,176.2,Male,4,No
Month-to-month,No,Yes,DSL,60.85,No,No,Electronic check,Yes,0,No,111.4,Female,2,No
Month-to-month,Yes,Yes,Fiber optic,90.4,No,Yes,Credit card (automatic),Yes,0,Yes,4494.65,Male,49,No
Month-to-month,No,No,Fiber optic,89.05,Yes,No,Credit card (automatic),Yes,0,No,1448.6,Male,16,Yes
Two year,Yes,No internet service,No,25.75,Yes,Yes,Mailed check,Yes,0,No internet service,2283.300441,Male,0,No
Month-to-month,No,No,Fiber optic,74.95,No,No,Electronic check,Yes,0,No,151.75,Male,2,No
Month-to-month,No,No,Fiber optic,86.3022364,No,No,Electronic check,Yes,0,No,658.6956639,Female,8,Yes
Month-to-month,No,No internet service,No,20.6,No,No,Mailed check,Yes,0,No internet service,20.6,Male,1,No
Month-to-month,No,No internet service,No,19.4,No,No,Mailed check,Yes,0,No internet service,19.4,Male,1,Yes
One year,Yes,Yes,Fiber optic,100.7,Yes,Yes,Credit card (automatic),Yes,0,No,6018.65,Female,61,No
Month-to-month,No,Yes,DSL,41.15,No phone service,No,Electronic check,No,1,No,132.2,Male,3,Yes
Month-to-month,Yes,No,DSL,44.95,No,Yes,Electronic check,Yes,0,No,926.25,Female,21,No
Month-to-month,No,No,Fiber optic,70.2,No,No,Electronic check,Yes,0,No,760.05,Male,11,No
One year,Yes,Yes,DSL,74.85,No,Yes,Credit card (automatic),Yes,1,No,4456.35,Female,60,No
One year,No,Yes,DSL,41.1,No phone service,No,Credit card (automatic),No,0,No,2258.25,Female,57,No
One year,No,Yes,Fiber optic,104.45,No,Yes,Bank transfer (automatic),Yes,0,Yes,4162.05,Female,41,No
Month-to-month,No,No internet service,No,24.05,Yes,No,Mailed check,Yes,0,No internet service,24.05,Male,1,Yes
One year,No,Yes,DSL,55.45,No phone service,No,Electronic check,No,1,Yes,2966.95,Male,54,No
Month-to-month,No,No,DSL,30.04058418,No,No,Electronic check,Yes,0,No,105.6779961,Male,3,No
Month-to-month,No,No internet service,No,20.4,No,No,Mailed check,Yes,0,No internet service,20.4,Female,1,Yes
Month-to-month,No,No,DSL,49.76919102,No,No,Electronic check,Yes,0,No,49.76919102,Male,1,Yes
Month-to-month,No,No,Fiber optic,89.5,No,No,Electronic check,Yes,0,Yes,573.3,Female,6,Yes
Two year,Yes,No internet service,No,20,No,Yes,Mailed check,Yes,0,No internet service,879.8,Male,41,No
Two year,No,Yes,DSL,58.35,No phone service,No,Bank transfer (automatic),No,0,Yes,4214.25,Female,70,No
Month-to-month,No,No,Fiber optic,93.55,Yes,No,Electronic check,Yes,1,Yes,93.55,Male,1,Yes
Month-to-month,No,No,Fiber optic,94.5,Yes,No,Credit card (automatic),Yes,0,No,2659.4,Male,28,Yes
Month-to-month,No,No,DSL,30.4,No phone service,No,Electronic check,No,0,No,82.15,Male,3,No
Month-to-month,No,No,Fiber optic,85.7,No,No,Bank transfer (automatic),Yes,1,No,3778.1,Female,45,No
Month-to-month,No,No,Fiber optic,82.72501952,Yes,Yes,Electronic check,Yes,0,Yes,2642.838357,Male,32,Yes
Month-to-month,No,No,Fiber optic,87.85102899,Yes,No,Electronic check,Yes,0,No,734.0422467,Female,8,Yes
Month-to-month,No,Yes,Fiber optic,114.1,Yes,Yes,Electronic check,Yes,0,Yes,7132.15,Male,61,No
Month-to-month,No,No,Fiber optic,76.50158869,Yes,No,Electronic check,Yes,0,Yes,1749.606882,Male,25,Yes
Two year,No,Yes,Fiber optic,110.8,Yes,Yes,Credit card (automatic),Yes,1,Yes,7882.25,Female,72,No
One year,No,No,DSL,70.15,Yes,Yes,Mailed check,Yes,0,No,4480.7,Male,64,No
Month-to-month,Yes,No,Fiber optic,80.7,No,Yes,Electronic check,Yes,0,Yes,239.45,Female,3,No
Month-to-month,No,No,Fiber optic,56.83314505,No,No,Electronic check,Yes,0,No,287.1364599,Female,5,No
Two year,No,No,Fiber optic,99.15,Yes,Yes,Bank transfer (automatic),Yes,0,Yes,6875.35,Female,69,No
Month-to-month,No,Yes,Fiber optic,104.3,Yes,Yes,Electronic check,Yes,0,Yes,5278.15,Male,54,Yes
Month-to-month,No,No,DSL,51.35,No,No,Electronic check,Yes,0,No,262.3,Male,5,No
Month-to-month,No,No internet service,No,20.9,No,No,Mailed check,Yes,0,No internet service,20.9,Female,1,No
One year,No,Yes,DSL,39.55,No phone service,No,Mailed check,No,0,No,373,Male,9,No
Two year,No,Yes,Fiber optic,111.15,Yes,No,Mailed check,Yes,0,Yes,7737.55,Female,70,No
Month-to-month,No,No,Fiber optic,93.02913576,Yes,Yes,Electronic check,Yes,0,Yes,3509.945582,Male,37,No
One year,Yes,Yes,Fiber optic,86.45,No,Yes,Electronic check,Yes,0,No,2538.05,Female,30,No
Month-to-month,No,No,Fiber optic,46.44079882,No,No,Electronic check,Yes,0,Yes,595.6665682,Female,12,Yes
Month-to-month,No,Yes,Fiber optic,100.8,Yes,Yes,Electronic check,Yes,1,Yes,100.8,Female,1,Yes
Month-to-month,No,No,Fiber optic,50.33160381,No,No,Electronic check,Yes,0,No,521.0652952,Female,11,Yes
Two year,No,Yes,Fiber optic,111.3,Yes,No,Mailed check,Yes,0,Yes,7985.9,Female,71,No
Month-to-month,No,No,Fiber optic,53.55956372,No,No,Electronic check,Yes,0,No,435.3015956,Female,8,Yes
Two year,No,Yes,Fiber optic,116.05,Yes,Yes,Bank transfer (automatic),Yes,1,Yes,8404.9,Male,72,No
Month-to-month,No,No,Fiber optic,48.05582302,No,No,Electronic check,Yes,0,No,234.750974,Female,5,Yes
Month-to-month,No,No,Fiber optic,85.14390608,Yes,No,Electronic check,Yes,0,No,1149.573469,Female,14,Yes
One year,No,Yes,Fiber optic,107.75,Yes,No,Electronic check,Yes,0,Yes,6521.9,Male,61,No
Month-to-month,No,No,Fiber optic,80.2,No,No,Electronic check,Yes,0,Yes,146.05,Female,2,Yes
Month-to-month,No,No,DSL,24.25,No phone service,No,Mailed check,No,0,No,96.05,Female,4,Yes
Month-to-month,No,No,Fiber optic,99.32453163,Yes,No,Electronic check,Yes,0,Yes,1663.318287,Male,17,Yes
One year,Yes,Yes,Fiber optic,92.85,Yes,Yes,Electronic check,Yes,0,No,5980.75,Female,64,No
Month-to-month,No,Yes,DSL,48.75,No phone service,Yes,Bank transfer (automatic),No,0,Yes,633.4,Female,13,Yes
Month-to-month,No,No,Fiber optic,78.18748091,Yes,No,Electronic check,Yes,0,No,945.4629008,Female,11,No
Month-to-month,Yes,No,DSL,80.45,Yes,Yes,Credit card (automatic),Yes,0,Yes,1137.05,Female,14,No
Month-to-month,No,No internet service,No,19.25,No,No,Electronic check,Yes,0,No internet service,112.3,Male,7,Yes
Month-to-month,No,No,Fiber optic,91.3834523,No,No,Electronic check,Yes,0,No,633.2324536,Female,7,No
Month-to-month,No,No,DSL,59.05,Yes,No,Mailed check,Yes,0,No,1253.5,Female,22,No
Month-to-month,No,No,DSL,29.75,No phone service,No,Mailed check,No,0,No,301.9,Female,10,No
Month-to-month,Yes,No,Fiber optic,104.1,Yes,Yes,Bank transfer (automatic),Yes,0,Yes,5645.8,Female,54,No
Two year,Yes,Yes,DSL,53.8,No phone service,Yes,Credit card (automatic),No,0,Yes,3952.45,Female,72,No
Month-to-month,No,No,Fiber optic,80.43011901,Yes,No,Electronic check,Yes,0,Yes,1415.186456,Female,18,Yes
Month-to-month,No,Yes,Fiber optic,94.2,Yes,Yes,Credit card (automatic),Yes,1,No,5895.45,Female,61,No
Month-to-month,No,No,DSL,64.65,Yes,No,Bank transfer (automatic),Yes,0,No,994.55,Female,15,Yes
Month-to-month,No,No,Fiber optic,70,No,No,Electronic check,Yes,0,No,1144.5,Female,17,Yes
Month-to-month,No,Yes,DSL,54.25,No,No,Electronic check,Yes,0,No,583,Female,10,No
One year,Yes,Yes,DSL,60.15,No phone service,No,Bank transfer (automatic),No,0,Yes,3077,Female,51,No
Month-to-month,No,Yes,DSL,34.3,No phone service,Yes,Credit card (automatic),No,1,No,577.15,Male,19,No
Month-to-month,No,Yes,DSL,60.9,No,No,Electronic check,Yes,0,No,688.5,Male,11,No
One year,No,No,DSL,55.65,No,No,Credit card (automatic),Yes,0,No,2688.85,Female,46,No
Month-to-month,No,No,Fiber optic,60.42402467,No,No,Electronic check,Yes,0,No,359.6996621,Female,5,Yes
Month-to-month,No,No,Fiber optic,70.7,No,Yes,Electronic check,Yes,0,No,141.45,Female,2,Yes
One year,No,No,Fiber optic,93.55,No,Yes,Electronic check,Yes,1,No,3055.5,Male,33,No
Two year,Yes,No internet service,No,19.15,No,Yes,Mailed check,Yes,0,No internet service,1177.05,Male,63,No
Month-to-month,No,Yes,Fiber optic,110.1,No,No,Electronic check,Yes,0,Yes,1043.3,Male,10,Yes
One year,No,Yes,DSL,54.4,No phone service,Yes,Electronic check,No,0,Yes,3723.65,Female,68,No
One year,No,Yes,DSL,65,Yes,No,Mailed check,Yes,0,No,2531.8,Male,41,No
One year,Yes,No,DSL,56.2,No,No,Mailed check,Yes,0,No,1567.55,Male,27,No
Two year,Yes,No,DSL,48.7,No phone service,Yes,Bank transfer (automatic),No,0,Yes,3008.55,Female,62,No
Month-to-month,No,No,Fiber optic,80.32832555,Yes,Yes,Electronic check,Yes,0,Yes,3057.907192,Male,37,Yes
Month-to-month,No,No,Fiber optic,65.73505724,No,No,Electronic check,Yes,0,No,315.2825187,Female,5,Yes
Month-to-month,No,No,Fiber optic,86.1,Yes,Yes,Electronic check,Yes,0,Yes,1235.55,Male,14,Yes
Month-to-month,Yes,No,Fiber optic,69.95,No,Yes,Mailed check,Yes,0,No,143.9,Male,2,No
Month-to-month,No,Yes,DSL,50,No,No,Mailed check,Yes,0,No,892.7,Female,18,No
Month-to-month,No,No,Fiber optic,102.8561428,Yes,Yes,Electronic check,Yes,0,Yes,2901.145372,Female,28,Yes
Two year,No,Yes,DSL,40.4,No phone service,Yes,Credit card (automatic),No,0,No,1842.7,Male,46,No
One year,No,No internet service,No,20.95,No,Yes,Bank transfer (automatic),Yes,0,No internet service,495.15,Male,25,No
Month-to-month,No,No,Fiber optic,69.4,No,No,Mailed check,Yes,0,No,69.4,Male,1,Yes
Month-to-month,No,No,DSL,71.95,No,No,Electronic check,Yes,0,Yes,923.85,Female,13,No
Two year,No,Yes,Fiber optic,115.5,Yes,Yes,Bank transfer (automatic),Yes,0,Yes,8312.75,Female,72,No
One year,No,No,Fiber optic,100,Yes,No,Electronic check,Yes,0,Yes,4211.55,Male,43,Yes
Two year,Yes,No internet service,No,20,No,Yes,Credit card (automatic),Yes,0,No internet service,1374.2,Male,66,No
Month-to-month,No,No,Fiber optic,88.39351831,Yes,Yes,Electronic check,Yes,0,Yes,3074.591998,Male,38,No
Month-to-month,No,No,Fiber optic,94.05,Yes,Yes,Credit card (automatic),Yes,0,Yes,2866.45,Male,30,Yes
Month-to-month,No,No,DSL,50.15,Yes,No,Electronic check,Yes,0,No,50.15,Male,1,No
Month-to-month,Yes,Yes,DSL,62.45,Yes,Yes,Bank transfer (automatic),Yes,0,No,2045.55,Female,32,No
One year,Yes,Yes,DSL,64.5,No,Yes,Electronic check,Yes,0,Yes,1985.15,Female,30,No
Two year,No,No,DSL,60,No,No,Electronic check,Yes,0,No,2548.55,Male,43,No
Two year,Yes,No internet service,No,20,No,Yes,Bank transfer (automatic),Yes,0,No internet service,886.4,Female,45,No
Month-to-month,No,No,Fiber optic,71.35,No,No,Electronic check,Yes,0,No,71.35,Female,1,Yes
Month-to-month,No,Yes,Fiber optic,95.35,Yes,Yes,Bank transfer (automatic),Yes,1,No,6382,Male,69,No
One year,Yes,Yes,DSL,59.3,No,Yes,Mailed check,Yes,0,No,3274.35,Female,57,No
One year,No,Yes,Fiber optic,95.65,Yes,Yes,Electronic check,Yes,1,No,5471.75,Female,56,No
One year,No,No internet service,No,24.9,Yes,No,Bank transfer (automatic),Yes,1,No internet service,847.8,Male,33,No
Month-to-month,No,No internet service,No,20.95791336,No,No,Mailed check,Yes,0,No internet service,20.95791336,Male,1,Yes
Month-to-month,No,No internet service,No,20,No,Yes,Bank transfer (automatic),Yes,0,No internet service,49.65,Male,3,No
Month-to-month,No,No,Fiber optic,81.04202042,Yes,No,Electronic check,Yes,0,No,961.3560773,Female,13,Yes
Month-to-month,Yes,No internet service,No,20,No,No,Electronic check,Yes,0,No internet service,377.55,Male,19,No
Month-to-month,No,No,DSL,25.25,No phone service,No,Electronic check,No,0,No,58.9,Female,3,Yes
Month-to-month,Yes,No,DSL,46.3,No,Yes,Electronic check,Yes,0,No,639.45,Female,15,No
One year,No,No internet service,No,19.3,No,No,Credit card (automatic),Yes,0,No internet service,28.3,Male,2,Yes
Month-to-month,No,No internet service,No,19.2,No,No,Mailed check,Yes,0,No internet service,156.85,Female,8,No
Two year,Yes,Yes,Fiber optic,113.25,Yes,Yes,Credit card (automatic),Yes,0,Yes,7895.15,Female,69,No
Month-to-month,No,No,DSL,35.45,No phone service,No,Mailed check,No,0,No,106.85,Male,3,Yes
Month-to-month,No,Yes,Fiber optic,101.2836933,Yes,Yes,Electronic check,Yes,0,Yes,4503.202761,Male,45,Yes
Month-to-month,No,No,Fiber optic,75,No,Yes,Mailed check,Yes,0,No,658.1,Male,8,No
One year,No,No,Fiber optic,95.65,No,Yes,Credit card (automatic),Yes,0,Yes,6744.2,Female,69,No
Two year,No,Yes,DSL,79.8,Yes,Yes,Credit card (automatic),Yes,0,Yes,5034.05,Male,63,No
Month-to-month,No,Yes,DSL,84.45,No,No,Mailed check,Yes,0,Yes,1287.85,Female,15,No
One year,No,No,DSL,58.95,No,Yes,Bank transfer (automatic),Yes,1,No,2789.7,Female,48,No
One year,No,Yes,Fiber optic,99.57933207,Yes,Yes,Electronic check,Yes,0,Yes,5995.986276,Male,59,Yes
Two year,No,Yes,DSL,84.45,Yes,Yes,Credit card (automatic),Yes,1,Yes,5899.85,Male,72,No
One year,No,Yes,Fiber optic,108.5,Yes,Yes,Bank transfer (automatic),Yes,0,Yes,8003.8,Female,72,No
One year,No,Yes,DSL,60.7,No,Yes,Mailed check,Yes,1,No,1597.4,Female,26,No
Month-to-month,No,No,Fiber optic,94.97335429,No,No,Electronic check,Yes,0,No,296.1616679,Female,3,Yes
Month-to-month,No,Yes,Fiber optic,103.65,Yes,Yes,Credit card (automatic),Yes,0,Yes,5676.65,Female,55,No
Month-to-month,No,No,Fiber optic,69.9,No,No,Electronic check,Yes,0,No,69.9,Male,1,Yes
Two year,No,Yes,Fiber optic,110.9,Yes,Yes,Credit card (automatic),Yes,0,Yes,8240.85,Male,72,No
Month-to-month,No,No internet service,No,20.3,No,No,Mailed check,Yes,0,No internet service,20.3,Female,1,Yes
Month-to-month,No,No,Fiber optic,74.75,Yes,No,Electronic check,Yes,0,No,706.6,Female,9,Yes
Two year,Yes,No,Fiber optic,104,Yes,No,Electronic check,Yes,0,Yes,7039.05,Female,67,No
Month-to-month,No,Yes,Fiber optic,86.85,No,No,Electronic check,Yes,1,Yes,220.95,Female,3,Yes
Month-to-month,No,No internet service,No,20.75,No,No,Credit card (automatic),Yes,0,No internet service,20.75,Male,1,No
Month-to-month,No,Yes,DSL,65.6,Yes,Yes,Electronic check,Yes,0,Yes,250.1,Male,4,No
Two year,No,Yes,Fiber optic,109.45,Yes,Yes,Bank transfer (automatic),Yes,0,Yes,6144.55,Female,58,Yes
Month-to-month,No,Yes,Fiber optic,109.55,Yes,Yes,Electronic check,Yes,0,Yes,5124.55,Male,47,Yes
Month-to-month,No,No,Fiber optic,79.65,Yes,Yes,Bank transfer (automatic),Yes,0,No,251.75,Male,3,Yes
Month-to-month,No,No,Fiber optic,90.78557784,Yes,No,Electronic check,Yes,0,No,1260.335607,Female,13,Yes
Month-to-month,No,Yes,Fiber optic,86.05,No,No,Electronic check,Yes,0,No,308.1,Male,4,No
Month-to-month,No,No,DSL,48.55,No phone service,Yes,Electronic check,No,0,Yes,201,Male,4,Yes
Month-to-month,No,No,DSL,50.8,No,No,Electronic check,Yes,0,No,50.8,Female,1,Yes
Month-to-month,No,No internet service,No,19.75,No,No,Mailed check,Yes,0,No internet service,19.75,Female,1,No
Two year,No,Yes,Fiber optic,116.2,Yes,No,Credit card (automatic),Yes,0,Yes,7752.3,Male,67,Yes
One year,Yes,Yes,DSL,65.9,No,Yes,Mailed check,Yes,0,No,660.05,Female,10,No
Two year,Yes,No internet service,No,19.75,No,Yes,Mailed check,Yes,0,No internet service,948.9,Female,47,No
One year,No,No,DSL,58.75,No,No,Electronic check,Yes,0,No,1696.2,Male,29,No
Two year,No,Yes,Fiber optic,109.05,Yes,No,Electronic check,Yes,1,Yes,7108.2,Male,65,No
Month-to-month,No,No,DSL,27.86768717,No,No,Mailed check,Yes,0,No,27.86768717,Male,1,Yes
Month-to-month,No,No,Fiber optic,81.89865902,No,No,Electronic check,Yes,0,No,283.7636869,Female,3,Yes
Month-to-month,No,No,Fiber optic,96.05584909,Yes,Yes,Electronic check,Yes,0,Yes,2302.240943,Male,24,No
Two year,No,Yes,Fiber optic,105.55,Yes,No,Electronic check,Yes,0,Yes,5682.25,Female,53,No
Month-to-month,No,No,Fiber optic,99.95,Yes,No,Mailed check,Yes,0,Yes,1132.75,Male,12,Yes
Month-to-month,Yes,No,DSL,71.85,Yes,Yes,Electronic check,Yes,0,No,3827.9,Male,53,No
Month-to-month,No,No,Fiber optic,74.4,No,Yes,Electronic check,Yes,0,No,139.4,Female,2,Yes
Month-to-month,No,No,DSL,49.8,No phone service,Yes,Mailed check,No,0,Yes,836.35,Male,17,No
Two year,No,No internet service,No,19.25,No,Yes,Mailed check,Yes,0,No internet service,1237.65,Male,63,No
One year,No,Yes,Fiber optic,107.55,Yes,Yes,Electronic check,Yes,1,Yes,4533.9,Female,43,Yes
One year,No,No,DSL,58.9,No,No,Mailed check,Yes,0,No,2813.05,Female,47,No
One year,No,No internet service,No,25.1,Yes,Yes,Mailed check,Yes,0,No internet service,171,Male,6,No
Month-to-month,No,No,Fiber optic,82.58560896,Yes,No,Electronic check,Yes,0,Yes,3845.40311,Female,46,Yes
Month-to-month,No,No,Fiber optic,52.62594441,No,No,Electronic check,Yes,0,No,138.9707601,Male,2,Yes
Month-to-month,Yes,No internet service,No,20.25,No,Yes,Mailed check,Yes,0,No internet service,144.35,Male,7,No
Two year,No,No internet service,No,20.2,No,No,Mailed check,Yes,0,No internet service,684.4,Male,35,No
Month-to-month,No,Yes,DSL,55.05,No,No,Mailed check,Yes,0,No,55.05,Male,1,No
One year,No,No,Fiber optic,104.5,Yes,No,Credit card (automatic),Yes,0,Yes,3778,Male,37,No
Month-to-month,No,No,Fiber optic,79.9,No,No,Electronic check,Yes,0,No,79.9,Male,1,Yes
Month-to-month,Yes,No,DSL,50.9,Yes,Yes,Electronic check,Yes,0,No,225.6,Male,4,Yes
Month-to-month,Yes,No,Fiber optic,99.15,No,Yes,Mailed check,Yes,0,Yes,465.05,Female,5,Yes
Month-to-month,No,Yes,Fiber optic,80.6,Yes,No,Mailed check,Yes,0,No,155.8,Female,2,Yes
One year,No,No internet service,No,18.25,No,No,Credit card (automatic),Yes,0,No internet service,534.7,Male,28,No
Two year,Yes,Yes,DSL,61.3,No,Yes,Credit card (automatic),Yes,0,No,3346.8,Female,56,No
Two year,Yes,Yes,DSL,85.5,No,Yes,Credit card (automatic),Yes,0,Yes,4421.95,Female,51,No
One year,Yes,Yes,DSL,85.45,Yes,Yes,Electronic check,Yes,0,Yes,6300.85,Male,71,No
Two year,No,Yes,DSL,81.95,No,Yes,Mailed check,Yes,0,Yes,1181.75,Male,14,No
Month-to-month,No,Yes,Fiber optic,85.3,No,No,Electronic check,Yes,0,Yes,1219.85,Male,15,No
One year,Yes,Yes,Fiber optic,99.7,No,Yes,Bank transfer (automatic),Yes,0,Yes,4977.2,Female,48,No
One year,Yes,No,Fiber optic,105.85,No,No,Electronic check,Yes,0,Yes,5826.65,Male,54,No
Month-to-month,No,No,Fiber optic,79.55,Yes,No,Electronic check,Yes,0,No,151.75,Female,2,No
Two year,Yes,Yes,Fiber optic,116.8,Yes,Yes,Credit card (automatic),Yes,0,Yes,8456.75,Female,72,No
Month-to-month,No,Yes,Fiber optic,89.2,Yes,No,Electronic check,Yes,0,Yes,990.3,Female,11,No
Two year,No,No internet service,No,25,Yes,No,Mailed check,Yes,0,No internet service,1510.5,Male,59,No
Month-to-month,Yes,No internet service,No,19.25,No,Yes,Electronic check,Yes,0,No internet service,19.25,Female,1,No
Month-to-month,No,No,Fiber optic,86.05,Yes,Yes,Electronic check,Yes,1,Yes,86.05,Male,1,Yes
Month-to-month,No,No,Fiber optic,84.32900287,Yes,No,Electronic check,Yes,0,No,744.1475556,Male,9,No
One year,Yes,No,Fiber optic,95,No,Yes,Electronic check,Yes,0,Yes,5535.8,Female,57,No
One year,Yes,No internet service,No,20.4,No,Yes,Mailed check,Yes,0,No internet service,20.4,Male,1,No
Month-to-month,No,Yes,DSL,35.9,No phone service,No,Mailed check,No,0,No,35.9,Female,1,No
Two year,Yes,Yes,DSL,90.8,Yes,Yes,Credit card (automatic),Yes,0,Yes,6397.6,Male,72,No
Month-to-month,No,No,Fiber optic,74.12894188,Yes,Yes,Electronic check,Yes,0,Yes,3034.738905,Female,45,Yes
Month-to-month,No,No,Fiber optic,91.73307648,Yes,No,Electronic check,Yes,0,Yes,2057.218033,Male,21,Yes
Month-to-month,No,No,Fiber optic,89.09989694,Yes,No,Electronic check,Yes,0,Yes,2227.446738,Male,25,No
